# chimera	E	m
22321221	98	49
22321222	65	31
22321223	98	49
22321231	114	77
22321232	106	59
22321233	105	77
22321311	92	89
22321312	101	95
22321313	101	77
22321321	100	92
22321322	77	74
22321323	102	82
22321331	87	66
22321332	89	72
22321333	80	54
22322111	90	68
22322112	99	86
22322113	99	80
22322121	116	88
22322122	93	70
22322123	118	88
22322131	104	91
22322132	106	98
22322133	97	97
22322211	99	65
22322212	98	47
22322213	106	65
22322221	80	38
22322222	47	20
22322223	80	38
22322231	96	66
22322232	88	48
22322233	87	66
22322311	84	88
22322312	93	90
22322313	93	76
22322321	90	81
22322322	67	63
22322323	92	81
22322331	77	65
22322332	79	71
22322333	70	53
22323111	99	70
22323112	108	88
22323113	108	82
22323121	125	97
22323122	102	82
22323123	127	100
22323131	113	93
22323132	115	103
22323133	106	85
22323211	115	77
22323212	114	59
22323213	122	77
22323221	96	50
22323222	63	32
22323223	96	50
22323231	112	78
22323232	104	60
22323233	103	78
22323311	91	76
22323312	100	82
22323313	100	64
22323321	97	81
22323322	74	75
22323323	99	69
22323331	84	53
22323332	86	59
22323333	77	41
22331111	97	58
22331112	106	76
22331113	106	70
22331121	125	85
22331122	102	102
22331123	127	97
22331131	113	81
22331132	115	95
22331133	106	77
22331211	124	97
22331212	123	79
22331213	131	97
22331221	107	70
22331222	74	52
22331223	107	70
22331231	123	88
22331232	115	80
22331233	114	76
22331311	87	68
22331312	96	74
22331313	96	56
22331321	95	73
22331322	72	79
22331323	97	61
22331331	82	45
22331332	84	51
22331333	75	33
22332111	100	69
22332112	109	87
22332113	109	81
22332121	126	96
22332122	103	91
22332123	128	104
22332131	114	88
22332132	116	94
22332133	107	76
22332211	114	86
22332212	113	68
22332213	121	86
22332221	95	59
22332222	62	41
22332223	95	59
22332231	111	87
22332232	103	69
22332233	102	75
22332311	85	67
22332312	94	73
22332313	94	55
22332321	91	72
22332322	68	78
22332323	93	60
22332331	78	44
22332332	80	50
22332333	71	32
22333111	81	71
22333112	90	89
22333113	90	83
22333121	107	98
22333122	84	103
22333123	109	92
22333131	95	76
22333132	97	82
22333133	88	64
22333211	102	98
22333212	101	80
22333213	109	86
22333221	83	71
22333222	50	53
22333223	83	71
22333231	99	75
22333232	91	81
22333233	90	63
22333311	64	55
22333312	73	61
22333313	73	43
22333321	70	60
22333322	47	66
22333323	72	48
22333331	57	32
22333332	59	38
22333333	50	20
23111111	41	16
23111112	54	34
23111113	47	28
23111121	92	43
23111122	73	61
23111123	91	55
23111131	59	39
23111132	65	57
23111133	49	51
23111211	102	66
23111212	105	84
23111213	106	78
23111221	108	78
23111222	79	60
23111223	105	78
23111231	103	89
23111232	99	88
23111233	91	101
23111311	77	60
23111312	90	78
23111313	83	72
23111321	108	87
23111322	89	103
23111323	107	94
23111331	74	78
23111332	80	84
23111333	64	66
23112111	65	27
23112112	78	45
23112113	71	39
23112121	114	54
23112122	95	72
23112123	113	66
23112131	81	50
23112132	87	68
23112133	71	62
23112211	113	77
23112212	116	76
23112213	117	89
23112221	117	67
23112222	88	49
23112223	114	67
23112231	112	95
23112232	108	77
23112233	100	95
23112311	96	71
23112312	109	89
23112313	102	83
23112321	125	98
23112322	106	92
23112323	124	93
23112331	91	77
23112332	97	83
23112333	81	65
23113111	68	29
23113112	81	47
23113113	74	41
23113121	117	56
23113122	98	74
23113123	116	68
23113131	84	52
23113132	90	70
23113133	74	64
23113211	123	79
23113212	126	88
23113213	127	91
23113221	127	79
23113222	98	61
23113223	124	79
23113231	122	102
23113232	118	89
23113233	110	96
23113311	97	73
23113312	110	91
23113313	103	76
23113321	126	93
23113322	107	99
23113323	125	81
23113331	92	65
23113332	98	71
23113333	82	53
23121111	63	34
23121112	76	52
23121113	69	46
23121121	114	61
23121122	95	79
23121123	113	73
23121131	81	57
23121132	87	75
23121133	71	69
23121211	116	84
23121212	119	69
23121213	120	87
23121221	122	60
23121222	93	42
23121223	119	60
23121231	117	88
23121232	113	70
23121233	105	88
23121311	96	78
23121312	109	96
23121313	102	90
23121321	127	103
23121322	108	85
23121323	126	96
23121331	93	80
23121332	99	86
23121333	83	68
23122111	63	45
23122112	76	63
23122113	69	57
23122121	112	72
23122122	93	81
23122123	111	84
23122131	79	68
23122132	85	86
23122133	69	80
23122211	103	76
23122212	106	58
23122213	107	76
23122221	107	49
23122222	78	31
23122223	104	49
23122231	102	77
23122232	98	59
23122233	90	77
23122311	91	89
23122312	104	101
23122313	97	90
23122321	120	92
23122322	101	74
23122323	119	92
23122331	86	79
23122332	92	85
23122333	76	67
23123111	72	47
23123112	85	65
23123113	78	59
23123121	121	74
23123122	102	92
23123123	120	86
23123131	88	70
23123132	94	88
23123133	78	82
23123211	119	88
23123212	122	70
23123213	123	88
23123221	123	61
23123222	94	43
23123223	120	61
23123231	118	89
23123232	114	71
23123233	106	89
23123311	98	90
23123312	111	96
23123313	104	78
23123321	127	95
23123322	108	86
23123323	126	83
23123331	93	67
23123332	99	73
23123333	83	55
23131111	74	35
23131112	87	53
23131113	80	47
23131121	125	62
23131122	106	80
23131123	124	74
23131131	92	58
23131132	98	76
23131133	82	70
23131211	132	85
23131212	135	90
23131213	136	97
23131221	138	81
23131222	109	63
23131223	135	81
23131231	133	102
23131232	129	91
23131233	121	90
23131311	98	79
23131312	111	88
23131313	104	70
23131321	129	87
23131322	110	93
23131323	128	75
23131331	95	59
23131332	101	65
23131333	85	47
23132111	80	46
23132112	93	64
23132113	86	58
23132121	129	73
23132122	110	91
23132123	128	85
23132131	96	69
23132132	102	87
23132133	86	81
23132211	125	96
23132212	128	79
23132213	129	97
23132221	129	70
23132222	100	52
23132223	126	70
23132231	124	98
23132232	120	80
23132233	112	89
23132311	99	81
23132312	112	87
23132313	105	69
23132321	128	86
23132322	109	92
23132323	127	74
23132331	94	58
23132332	100	64
23132333	84	46
23133111	61	48
23133112	74	66
23133113	67	60
23133121	110	75
23133122	91	93
23133123	109	87
23133131	77	71
23133132	83	89
23133133	67	78
23133211	113	98
23133212	116	91
23133213	117	100
23133221	117	82
23133222	88	64
23133223	114	82
23133231	112	89
23133232	108	92
23133233	100	77
23133311	78	69
23133312	91	75
23133313	84	57
23133321	107	74
23133322	88	80
23133323	106	62
23133331	73	46
23133332	79	52
23133333	63	34
23211111	83	39
23211112	96	57
23211113	89	51
23211121	119	66
23211122	100	84
23211123	118	78
23211131	93	62
23211132	99	80
23211133	83	74
23211211	97	82
23211212	100	64
23211213	101	82
23211221	88	55
23211222	59	37
23211223	85	55
23211231	90	83
23211232	86	65
23211233	78	83
23211311	90	83
23211312	103	101
23211313	96	87
23211321	106	98
23211322	87	80
23211323	105	92
23211331	79	76
23211332	85	82
23211333	69	64
23212111	100	50
23212112	113	68
23212113	106	62
23212121	134	77
23212122	115	76
23212123	133	89
23212131	108	73
23212132	114	91
23212133	98	85
23212211	101	71
23212212	104	53
23212213	105	71
23212221	90	44
23212222	61	26
23212223	87	44
23212231	92	72
23212232	88	54
23212233	80	72
23212311	102	94
23212312	115	96
23212313	108	86
23212321	116	87
23212322	97	69
23212323	115	87
23212331	89	75
23212332	95	81
23212333	79	63
23213111	107	52
23213112	120	70
23213113	113	64
23213121	141	79
23213122	122	88
23213123	140	91
23213131	115	75
23213132	121	93
23213133	105	87
23213211	115	83
23213212	118	65
23213213	119	83
23213221	104	56
23213222	75	38
23213223	101	56
23213231	106	84
23213232	102	66
23213233	94	84
23213311	107	86
23213312	120	92
23213313	113	74
23213321	121	91
23213322	102	81
23213323	120	79
23213331	94	63
23213332	100	69
23213333	84	51
23221111	93	57
23221112	106	75
23221113	99	69
23221121	129	84
23221122	110	69
23221123	128	87
23221131	103	80
23221132	109	97
23221133	93	92
23221211	99	64
23221212	102	46
23221213	103	64
23221221	90	37
23221222	61	19
23221223	87	37
23221231	92	65
23221232	88	47
23221233	80	65
23221311	97	101
23221312	110	89
23221313	103	89
23221321	113	80
23221322	94	62
23221323	112	80
23221331	86	78
23221332	92	84
23221333	76	66
23222111	86	68
23222112	99	85
23222113	92	80
23222121	120	76
23222122	101	58
23222123	119	76
23222131	94	91
23222132	100	86
23222133	84	103
23222211	79	53
23222212	82	35
23222213	83	53
23222221	68	26
23222222	39	8
23222223	65	26
23222231	70	54
23222232	66	36
23222233	58	54
23222311	85	96
23222312	98	78
23222313	91	88
23222321	99	69
23222322	80	51
23222323	98	69
23222331	72	77
23222332	78	79
23222333	62	65
23223111	99	70
23223112	112	88
23223113	105	82
23223121	133	88
23223122	114	70
23223123	132	88
23223131	107	93
23223132	113	98
23223133	97	97
23223211	99	65
23223212	102	47
23223213	103	65
23223221	88	38
23223222	59	20
23223223	85	38
23223231	90	66
23223232	86	48
23223233	78	66
23223311	96	88
23223312	109	90
23223313	102	76
23223321	110	81
23223322	91	63
23223323	109	81
23223331	83	65
23223332	89	71
23223333	73	53
23231111	109	58
23231112	122	76
23231113	115	70
23231121	145	85
23231122	126	90
23231123	144	97
23231131	119	81
23231132	125	99
23231133	109	89
23231211	120	85
23231212	123	67
23231213	124	85
23231221	111	58
23231222	82	40
23231223	108	58
23231231	113	86
23231232	109	68
23231233	101	86
23231311	104	80
23231312	117	86
23231313	110	68
23231321	120	85
23231322	101	83
23231323	119	73
23231331	93	57
23231332	99	63
23231333	83	45
23232111	108	69
23232112	121	87
23232113	114	81
23232121	142	96
23232122	123	79
23232123	141	97
23232131	116	92
23232132	122	106
23232133	106	88
23232211	106	74
23232212	109	56
23232213	110	74
23232221	95	47
23232222	66	29
23232223	92	47
23232231	97	75
23232232	93	57
23232233	85	75
23232311	98	79
23232312	111	85
23232313	104	67
23232321	112	84
23232322	93	72
23232323	111	72
23232331	85	56
23232332	91	62
23232333	75	44
23233111	93	71
23233112	106	89
23233113	99	83
23233121	127	98
23233122	108	91
23233123	126	104
23233131	101	88
23233132	107	94
23233133	91	76
23233211	98	86
23233212	101	68
23233213	102	86
23233221	87	59
23233222	58	41
23233223	84	59
23233231	89	87
23233232	85	69
23233233	77	75
23233311	81	67
23233312	94	73
23233313	87	55
23233321	95	72
23233322	76	78
23233323	94	60
23233331	68	44
23233332	74	50
23233333	58	32
23311111	65	38
23311112	78	56
23311113	71	50
23311121	109	65
23311122	90	83
23311123	108	77
23311131	73	61
23311132	79	79
23311133	63	73
23311211	98	88
23311212	101	84
23311213	102	100
23311221	97	75
23311222	68	57
23311223	94	75
23311231	89	99
23311232	85	85
23311233	77	87
23311311	64	79
23311312	77	85
23311313	70	67
23311321	88	84
23311322	69	90
23311323	87	72
23311331	51	56
23311332	57	62
23311333	41	44
23312111	86	49
23312112	99	67
23312113	92	61
23312121	128	76
23312122	109	94
23312123	127	88
23312131	92	72
23312132	98	90
23312133	82	84
23312211	106	91
23312212	109	73
23312213	110	91
23312221	103	64
23312222	74	46
23312223	100	64
23312231	95	92
23312232	91	74
23312233	83	86
23312311	80	78
23312312	93	84
23312313	86	66
23312321	102	83
23312322	83	89
23312323	101	71
23312331	65	55
23312332	71	61
23312333	55	43
23313111	89	51
23313112	102	69
23313113	95	63
23313121	131	78
23313122	112	96
23313123	130	90
23313131	95	74
23313132	101	92
23313133	85	75
23313211	116	101
23313212	119	85
23313213	120	97
23313221	113	76
23313222	84	58
23313223	110	76
23313231	105	86
23313232	101	86
23313233	93	74
23313311	81	66
23313312	94	72
23313313	87	54
23313321	103	71
23313322	84	77
23313323	102	59
23313331	66	43
23313332	72	49
23313333	56	31
23321111	80	56
23321112	93	74
23321113	86	68
23321121	124	83
23321122	105	89
23321123	123	95
23321131	88	79
23321132	94	97
23321133	78	90
23321211	105	84
23321212	108	66
23321213	109	84
23321221	104	57
23321222	75	39
23321223	101	57
23321231	96	85
23321232	92	67
23321233	84	85
23321311	76	81
23321312	89	87
23321313	82	69
23321321	100	86
23321322	81	82
23321323	99	74
23321331	63	58
23321332	69	64
23321333	53	46
23322111	77	67
23322112	90	85
23322113	83	79
23322121	119	94
23322122	100	78
23322123	118	96
23322131	83	90
23322132	89	106
23322133	73	89
23322211	89	73
23322212	92	55
23322213	93	73
23322221	86	46
23322222	57	28
23322223	83	46
23322231	78	74
23322232	74	56
23322233	66	74
23322311	68	80
23322312	81	86
23322313	74	68
23322321	90	85
23322322	71	71
23322323	89	73
23322331	53	57
23322332	59	63
23322333	43	45
23323111	86	69
23323112	99	87
23323113	92	81
23323121	128	96
23323122	109	90
23323123	127	105
23323131	92	89
23323132	98	95
23323133	82	77
23323211	105	85
23323212	108	67
23323213	109	85
23323221	102	58
23323222	73	40
23323223	99	58
23323231	94	86
23323232	90	68
23323233	82	76
23323311	75	68
23323312	88	74
23323313	81	56
23323321	97	73
23323322	78	79
23323323	96	61
23323331	60	45
23323332	66	51
23323333	50	33
23331111	84	57
23331112	97	75
23331113	90	69
23331121	128	84
23331122	109	102
23331123	127	96
23331131	92	80
23331132	98	87
23331133	82	69
23331211	114	103
23331212	117	87
23331213	118	91
23331221	113	78
23331222	84	60
23331223	110	78
23331231	105	80
23331232	101	86
23331233	93	68
23331311	71	60
23331312	84	66
23331313	77	48
23331321	95	65
23331322	76	71
23331323	94	53
23331331	58	37
23331332	64	43
23331333	48	25
23332111	87	68
23332112	100	86
23332113	93	80
23332121	129	95
23332122	110	99
23332123	128	96
23332131	93	80
23332132	99	86
23332133	83	68
23332211	104	94
23332212	107	76
23332213	108	90
23332221	101	67
23332222	72	49
23332223	98	67
23332231	93	79
23332232	89	77
23332233	81	67
23332311	69	59
23332312	82	65
23332313	75	47
23332321	91	64
23332322	72	70
23332323	90	52
23332331	54	36
23332332	60	42
23332333	44	24
23333111	68	70
23333112	81	88
23333113	74	79
23333121	110	96
23333122	91	102
23333123	109	84
23333131	74	68
23333132	80	74
23333133	64	56
23333211	92	90
23333212	95	88
23333213	96	78
23333221	89	79
23333222	60	61
23333223	86	79
23333231	81	67
23333232	77	73
23333233	69	55
23333311	48	47
23333312	61	53
23333313	54	35
23333321	70	52
23333322	51	58
23333323	69	40
23333331	33	24
23333332	39	30
23333333	23	12
31111111	15	12
31111112	40	30
31111113	17	24
31111121	73	39
31111122	66	57
31111123	68	51
31111131	45	35
31111132	63	53
31111133	31	47
31111211	78	62
31111212	93	80
31111213	78	74
31111221	91	88
31111222	74	70
31111223	84	88
31111231	91	85
31111232	99	98
31111233	75	97
31111311	56	56
31111312	81	74
31111313	58	68
31111321	94	83
31111322	87	101
31111323	89	87
31111331	65	71
31111332	83	77
31111333	51	59
31112111	39	23
31112112	64	41
31112113	41	35
31112121	95	50
31112122	88	68
31112123	90	62
31112131	67	46
31112132	85	64
31112133	53	58
31112211	89	73
31112212	104	86
31112213	89	85
31112221	100	77
31112222	83	59
31112223	93	77
31112231	100	96
31112232	108	87
31112233	84	101
31112311	75	67
31112312	100	85
31112313	77	79
31112321	111	94
31112322	104	102
31112323	106	86
31112331	82	70
31112332	100	76
31112333	68	58
31113111	42	25
31113112	67	43
31113113	44	37
31113121	98	52
31113122	91	70
31113123	93	64
31113131	70	48
31113132	88	66
31113133	56	60
31113211	99	75
31113212	114	93
31113213	99	87
31113221	110	89
31113222	93	71
31113223	103	89
31113231	110	98
31113232	118	99
31113233	94	89
31113311	76	69
31113312	101	87
31113313	78	69
31113321	112	86
31113322	105	92
31113323	107	74
31113331	83	58
31113332	101	64
31113333	69	46
31121111	37	30
31121112	62	48
31121113	39	42
31121121	95	57
31121122	88	75
31121123	90	69
31121131	67	53
31121132	85	71
31121133	53	65
31121211	92	80
31121212	107	79
31121213	92	92
31121221	105	70
31121222	88	52
31121223	98	70
31121231	105	98
31121232	113	80
31121233	89	98
31121311	75	74
31121312	100	92
31121313	77	84
31121321	113	101
31121322	106	95
31121323	108	89
31121331	84	73
31121332	102	79
31121333	70	61
31122111	37	41
31122112	62	59
31122113	39	53
31122121	93	68
31122122	86	86
31122123	88	80
31122131	65	64
31122132	83	82
31122133	51	76
31122211	79	86
31122212	94	68
31122213	79	86
31122221	90	59
31122222	73	41
31122223	83	59
31122231	90	87
31122232	98	69
31122233	74	87
31122311	70	85
31122312	95	101
31122313	72	83
31122321	106	100
31122322	99	84
31122323	101	88
31122331	77	72
31122332	95	78
31122333	63	60
31123111	46	43
31123112	71	61
31123113	48	55
31123121	102	70
31123122	95	88
31123123	97	82
31123131	74	66
31123132	92	84
31123133	60	78
31123211	95	93
31123212	110	80
31123213	95	98
31123221	106	71
31123222	89	53
31123223	99	71
31123231	106	99
31123232	114	81
31123233	90	91
31123311	77	83
31123312	102	89
31123313	79	71
31123321	113	88
31123322	106	94
31123323	108	76
31123331	84	60
31123332	102	66
31123333	70	48
31131111	48	31
31131112	73	49
31131113	50	43
31131121	106	58
31131122	99	76
31131123	101	70
31131131	78	54
31131132	96	72
31131133	64	66
31131211	108	81
31131212	123	99
31131213	108	93
31131221	121	91
31131222	104	73
31131223	114	91
31131231	121	95
31131232	129	101
31131233	105	83
31131311	77	75
31131312	102	81
31131313	79	63
31131321	115	80
31131322	108	86
31131323	110	68
31131331	86	52
31131332	104	58
31131333	72	40
31132111	54	42
31132112	79	60
31132113	56	54
31132121	110	69
31132122	103	87
31132123	105	81
31132131	82	65
31132132	100	83
31132133	68	77
31132211	101	92
31132212	116	89
31132213	101	104
31132221	112	80
31132222	95	62
31132223	105	80
31132231	112	94
31132232	120	90
31132233	96	82
31132311	78	74
31132312	103	80
31132313	80	62
31132321	114	79
31132322	107	85
31132323	109	67
31132331	85	51
31132332	103	57
31132333	71	39
31133111	35	44
31133112	60	62
31133113	37	56
31133121	91	71
31133122	84	89
31133123	86	83
31133131	63	67
31133132	81	85
31133133	49	71
31133211	89	94
31133212	104	101
31133213	89	93
31133221	100	92
31133222	83	74
31133223	93	92
31133231	100	82
31133232	108	88
31133233	84	70
31133311	57	62
31133312	82	68
31133313	59	50
31133321	93	67
31133322	86	73
31133323	88	55
31133331	64	39
31133332	82	45
31133333	50	27
31211111	67	35
31211112	92	53
31211113	69	47
31211121	110	62
31211122	103	80
31211123	105	74
31211131	89	58
31211132	107	76
31211133	75	70
31211211	83	85
31211212	98	74
31211213	83	92
31211221	81	65
31211222	64	47
31211223	74	65
31211231	88	93
31211232	96	75
31211233	72	93
31211311	79	79
31211312	104	97
31211313	81	80
31211321	102	97
31211322	95	90
31211323	97	85
31211331	80	69
31211332	98	75
31211333	66	57
31212111	84	46
31212112	109	64
31212113	86	58
31212121	125	73
31212122	118	86
31212123	120	85
31212131	104	69
31212132	122	87
31212133	90	81
31212211	87	81
31212212	102	63
31212213	87	81
31212221	83	54
31212222	66	36
31212223	76	54
31212231	90	82
31212232	98	64
31212233	74	82
31212311	91	90
31212312	116	97
31212313	93	79
31212321	112	96
31212322	105	79
31212323	107	84
31212331	90	68
31212332	108	74
31212333	76	56
31213111	91	48
31213112	116	66
31213113	93	60
31213121	132	75
31213122	125	93
31213123	127	87
31213131	111	71
31213132	129	89
31213133	97	83
31213211	101	93
31213212	116	75
31213213	101	93
31213221	97	66
31213222	80	48
31213223	90	66
31213231	104	94
31213232	112	76
31213233	88	87
31213311	96	79
31213312	121	85
31213313	98	67
31213321	117	84
31213322	110	90
31213323	112	72
31213331	95	56
31213332	113	62
31213333	81	44
31221111	77	53
31221112	102	71
31221113	79	65
31221121	120	80
31221122	113	79
31221123	115	92
31221131	99	76
31221132	117	94
31221133	85	88
31221211	85	74
31221212	100	56
31221213	85	74
31221221	83	47
31221222	66	29
31221223	76	47
31221231	90	75
31221232	98	57
31221233	74	75
31221311	86	94
31221312	111	99
31221313	88	82
31221321	109	90
31221322	102	72
31221323	104	87
31221331	87	71
31221332	105	77
31221333	73	59
31222111	70	64
31222112	95	82
31222113	72	76
31222121	111	86
31222122	104	68
31222123	106	86
31222131	90	87
31222132	108	96
31222133	76	99
31222211	65	63
31222212	80	45
31222213	65	63
31222221	61	36
31222222	44	18
31222223	54	36
31222231	68	64
31222232	76	46
31222233	52	64
31222311	74	93
31222312	99	88
31222313	76	81
31222321	95	79
31222322	88	61
31222323	90	79
31222331	73	70
31222332	91	76
31222333	59	58
31223111	83	66
31223112	108	84
31223113	85	78
31223121	124	93
31223122	117	80
31223123	119	98
31223131	103	89
31223132	121	107
31223133	89	90
31223211	85	75
31223212	100	57
31223213	85	75
31223221	81	48
31223222	64	30
31223223	74	48
31223231	88	76
31223232	96	58
31223233	72	76
31223311	85	81
31223312	110	87
31223313	87	69
31223321	106	86
31223322	99	73
31223323	101	74
31223331	84	58
31223332	102	64
31223333	70	46
31231111	93	54
31231112	118	72
31231113	95	66
31231121	136	81
31231122	129	99
31231123	131	93
31231131	115	77
31231132	133	95
31231133	101	82
31231211	106	95
31231212	121	77
31231213	106	95
31231221	104	68
31231222	87	50
31231223	97	68
31231231	111	93
31231232	119	78
31231233	95	81
31231311	93	73
31231312	118	79
31231313	95	61
31231321	116	78
31231322	109	84
31231323	111	66
31231331	94	50
31231332	112	56
31231333	80	38
31232111	92	65
31232112	117	83
31232113	94	77
31232121	133	92
31232122	126	89
31232123	128	104
31232131	112	88
31232132	130	99
31232133	98	81
31232211	92	84
31232212	107	66
31232213	92	84
31232221	88	57
31232222	71	39
31232223	81	57
31232231	95	85
31232232	103	67
31232233	79	80
31232311	87	72
31232312	112	78
31232313	89	60
31232321	108	77
31232322	101	82
31232323	103	65
31232331	86	49
31232332	104	55
31232333	72	37
31233111	77	67
31233112	102	85
31233113	79	79
31233121	118	94
31233122	111	101
31233123	113	97
31233131	97	81
31233132	115	87
31233133	83	69
31233211	84	96
31233212	99	78
31233213	84	91
31233221	80	69
31233222	63	51
31233223	73	69
31233231	87	80
31233232	95	79
31233233	71	68
31233311	70	60
31233312	95	66
31233313	72	48
31233321	91	65
31233322	84	71
31233323	86	53
31233331	69	37
31233332	87	43
31233333	55	25
31311111	51	34
31311112	76	52
31311113	53	46
31311121	102	61
31311122	95	79
31311123	97	73
31311131	71	57
31311132	89	75
31311133	57	69
31311211	86	84
31311212	101	94
31311213	86	96
31311221	92	85
31311222	75	67
31311223	85	85
31311231	89	92
31311232	97	95
31311233	73	80
31311311	55	72
31311312	80	78
31311313	57	60
31311321	86	77
31311322	79	83
31311323	81	65
31311331	54	49
31311332	72	55
31311333	40	37
31312111	72	45
31312112	97	63
31312113	74	57
31312121	121	72
31312122	114	90
31312123	116	84
31312131	90	68
31312132	108	86
31312133	76	80
31312211	94	95
31312212	109	83
31312213	94	101
31312221	98	74
31312222	81	56
31312223	91	74
31312231	95	91
31312232	103	84
31312233	79	79
31312311	71	71
31312312	96	77
31312313	73	59
31312321	100	76
31312322	93	82
31312323	95	64
31312331	68	48
31312332	86	54
31312333	54	36
31313111	75	47
31313112	100	65
31313113	77	59
31313121	124	74
31313122	117	92
31313123	119	86
31313131	93	70
31313132	111	86
31313133	79	68
31313211	104	97
31313212	119	95
31313213	104	90
31313221	108	86
31313222	91	68
31313223	101	86
31313231	105	79
31313232	113	85
31313233	89	67
31313311	72	59
31313312	97	65
31313313	74	47
31313321	101	64
31313322	94	70
31313323	96	52
31313331	69	36
31313332	87	42
31313333	55	24
31321111	66	52
31321112	91	70
31321113	68	64
31321121	117	79
31321122	110	97
31321123	112	91
31321131	86	75
31321132	104	93
31321133	72	83
31321211	93	94
31321212	108	76
31321213	93	94
31321221	99	67
31321222	82	49
31321223	92	67
31321231	96	94
31321232	104	77
31321233	80	82
31321311	67	74
31321312	92	80
31321313	69	62
31321321	98	79
31321322	91	85
31321323	93	67
31321331	66	51
31321332	84	57
31321333	52	39
31322111	63	63
31322112	88	81
31322113	65	75
31322121	112	90
31322122	105	88
31322123	107	102
31322131	81	86
31322132	99	100
31322133	67	82
31322211	77	83
31322212	92	65
31322213	77	83
31322221	81	56
31322222	64	38
31322223	74	56
31322231	78	84
31322232	86	66
31322233	62	81
31322311	59	73
31322312	84	79
31322313	61	61
31322321	88	78
31322322	81	81
31322323	83	66
31322331	56	50
31322332	74	56
31322333	42	38
31323111	72	65
31323112	97	83
31323113	74	77
31323121	121	92
31323122	114	100
31323123	116	98
31323131	90	82
31323132	108	88
31323133	76	70
31323211	93	95
31323212	108	77
31323213	93	92
31323221	97	68
31323222	80	50
31323223	90	68
31323231	94	81
31323232	102	78
31323233	78	69
31323311	66	61
31323312	91	67
31323313	68	49
31323321	95	66
31323322	88	72
31323323	90	54
31323331	63	38
31323332	81	44
31323333	49	26
31331111	70	53
31331112	95	71
31331113	72	65
31331121	121	80
31331122	114	98
31331123	116	90
31331131	90	74
31331132	108	80
31331133	76	62
31331211	102	96
31331212	117	97
31331213	102	84
31331221	108	88
31331222	91	70
31331223	101	88
31331231	105	73
31331232	113	79
31331233	89	61
31331311	62	53
31331312	87	59
31331313	64	41
31331321	93	58
31331322	86	64
31331323	88	46
31331331	61	30
31331332	79	36
31331333	47	18
31332111	73	64
31332112	98	82
31332113	75	76
31332121	122	91
31332122	115	107
31332123	117	89
31332131	91	73
31332132	109	79
31332133	77	61
31332211	92	95
31332212	107	86
31332213	92	83
31332221	96	77
31332222	79	59
31332223	89	77
31332231	93	72
31332232	101	78
31332233	77	60
31332311	60	52
31332312	85	58
31332313	62	40
31332321	89	57
31332322	82	63
31332323	84	45
31332331	57	29
31332332	75	35
31332333	43	17
31333111	54	66
31333112	79	84
31333113	56	72
31333121	103	89
31333122	96	95
31333123	98	77
31333131	72	61
31333132	90	67
31333133	58	49
31333211	80	83
31333212	95	89
31333213	80	71
31333221	84	88
31333222	67	71
31333223	77	76
31333231	81	60
31333232	89	66
31333233	65	48
31333311	39	40
31333312	64	46
31333313	41	28
31333321	68	45
31333322	61	51
31333323	63	33
31333331	36	17
31333332	54	23
31333333	22	5
32111111	42	18
32111112	63	36
32111113	43	30
32111121	83	45
32111122	72	63
32111123	77	57
32111131	68	41
32111132	82	59
32111133	53	53
32111211	100	68
32111212	111	86
32111213	99	80
32111221	96	82
32111222	75	64
32111223	88	82
32111231	109	91
32111232	113	92
32111233	92	103
32111311	81	62
32111312	102	80
32111313	82	74
32111321	102	89
32111322	91	107
32111323	96	90
32111331	86	74
32111332	100	80
32111333	71	62
32112111	66	29
32112112	87	47
32112113	67	41
32112121	105	56
32112122	94	74
32112123	99	68
32112131	90	52
32112132	104	70
32112133	75	64
32112211	111	79
32112212	122	80
32112213	110	91
32112221	105	71
32112222	84	53
32112223	97	71
32112231	118	99
32112232	122	81
32112233	101	99
32112311	100	73
32112312	121	91
32112313	101	84
32112321	119	100
32112322	108	96
32112323	113	89
32112331	103	73
32112332	117	79
32112333	88	61
32113111	69	31
32113112	90	49
32113113	70	43
32113121	108	58
32113122	97	76
32113123	102	70
32113131	93	54
32113132	107	72
32113133	78	66
32113211	121	81
32113212	132	92
32113213	120	93
32113221	115	83
32113222	94	65
32113223	107	83
32113231	128	104
32113232	132	93
32113233	111	92
32113311	101	75
32113312	122	90
32113313	102	72
32113321	120	89
32113322	109	95
32113323	114	77
32113331	104	61
32113332	118	67
32113333	89	49
32121111	64	36
32121112	85	54
32121113	65	48
32121121	105	63
32121122	94	81
32121123	99	75
32121131	90	59
32121132	104	77
32121133	75	71
32121211	114	86
32121212	125	73
32121213	113	91
32121221	110	64
32121222	89	46
32121223	102	64
32121231	123	92
32121232	127	74
32121233	106	92
32121311	100	80
32121312	121	98
32121313	101	87
32121321	121	104
32121322	110	89
32121323	115	92
32121331	105	76
32121332	119	82
32121333	90	64
32122111	64	47
32122112	85	65
32122113	65	59
32122121	103	74
32122122	92	85
32122123	97	86
32122131	88	70
32122132	102	88
32122133	73	82
32122211	101	80
32122212	112	62
32122213	100	80
32122221	95	53
32122222	74	35
32122223	87	53
32122231	108	81
32122232	112	63
32122233	91	81
32122311	95	91
32122312	116	104
32122313	96	86
32122321	114	96
32122322	103	78
32122323	108	91
32122331	98	75
32122332	112	81
32122333	83	63
32123111	73	49
32123112	94	67
32123113	74	61
32123121	112	76
32123122	101	94
